Id,Label,timeset,Degree,clustering,triangles,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,componentnumber
32392,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32393,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32394,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32395,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32396,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32397,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32398,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32399,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32400,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32401,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32402,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32403,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32404,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32405,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32406,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32407,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32408,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32409,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32410,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32411,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32412,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32413,,,5,0.4,4,30,9,0.239004,0.250438,101076,0.003486,0
32414,,,2,1,1,30,9,0.238999,0.250394,0,0.003232,0
32415,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32416,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32417,,,2,1,1,30,9,0.238994,0.250379,0,0.003226,0
32418,,,2,1,1,30,9,0.238994,0.250379,0,0.003226,0
32419,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32420,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32421,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32422,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32423,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32424,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32425,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32426,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32427,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32428,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32429,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32430,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32431,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32432,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32433,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32434,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32435,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32436,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32437,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32438,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32439,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32440,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32441,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32442,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32443,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32444,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32445,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32446,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32447,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32448,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32449,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32450,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32451,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32452,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32453,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32454,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32455,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32456,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32457,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32458,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32459,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32460,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32461,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32462,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32463,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32464,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32465,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32466,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32467,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32468,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32469,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32470,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32471,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32472,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32473,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32474,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32475,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32476,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32477,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32478,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32479,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32480,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32481,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32482,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32483,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32484,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32485,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32486,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32487,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32488,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32489,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32490,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32491,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32492,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32493,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32494,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32495,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32496,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32497,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32498,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32499,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32500,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32501,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32502,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32503,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32504,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32505,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32506,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32507,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32508,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32509,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32510,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32511,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32512,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32513,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32514,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32515,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32516,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32517,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32518,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32519,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32520,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32521,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32522,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32523,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32524,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32525,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32526,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32527,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32528,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32529,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32530,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32531,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32532,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32533,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32534,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32535,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32536,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32537,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32538,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32539,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32540,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32541,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32542,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32543,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32544,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32545,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32546,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32547,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32548,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32549,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32550,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32551,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32552,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32553,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32554,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32555,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32556,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32557,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32558,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32559,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32560,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32561,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32562,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32563,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32564,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32565,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32566,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32567,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32568,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32569,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32570,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32571,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32572,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32573,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32574,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32575,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32576,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32577,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32578,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32579,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32580,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32581,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32582,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32583,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32584,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32585,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32586,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32587,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32588,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32589,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32590,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32591,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32592,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32593,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32594,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32595,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32596,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32597,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32598,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32599,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32600,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32601,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32602,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32603,,,2,1,1,30,9,0.238994,0.250379,0,0.003226,0
32604,,,2,1,1,30,9,0.238994,0.250379,0,0.003226,0
32605,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32606,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32607,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32608,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32609,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32610,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32611,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32612,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32613,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32614,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32615,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32616,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32617,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32618,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32619,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32620,,,2,1,1,30,9,0.238994,0.250379,0,0.003226,0
32621,,,2,1,1,30,9,0.238994,0.250379,0,0.003226,0
32622,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32623,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32624,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32625,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32626,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32627,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32628,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32629,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32630,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32631,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32632,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32633,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32634,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32635,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32636,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32637,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32638,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32639,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32640,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32641,,,4,1,6,30,9,0.239012,0.25045,0,0.003495,0
32642,,,4,1,6,30,9,0.239012,0.25045,0,0.003495,0
32643,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32644,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32645,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32646,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32647,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32648,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32649,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32650,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32651,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32652,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32653,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32654,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32655,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32656,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32657,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32658,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32659,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32660,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32661,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32662,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32663,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32664,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32665,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32666,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32667,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32668,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32669,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32670,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32671,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32672,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32673,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32674,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32675,,,12,0.742424,49,30,9,0.239033,0.250591,10.144444,0.004832,0
32676,,,13,0.461538,36,30,9,0.239034,0.250606,202134,0.004574,0
32677,,,10,0.733333,33,30,9,0.239029,0.250562,3153.229104,0.004379,0
32678,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32679,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32680,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32681,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32682,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32683,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32684,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32685,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32686,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32687,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32688,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32689,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32690,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32691,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32692,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32693,,,10,0.866667,39,30,9,0.239019,0.250532,1.114683,0.004575,0
32694,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32695,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32696,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32697,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32698,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32699,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32700,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32701,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32702,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32703,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32704,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32705,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32706,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32707,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32708,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32709,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32710,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32711,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32712,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32713,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32714,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32715,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32716,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32717,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32718,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32719,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32720,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32721,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32722,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32723,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
32724,,,1,0,0,30,9,0.238992,0.250364,0,0.003111,0
29382,,,3,1,3,3,10,0.225538,0.230472,0,0.000363,0
29383,,,5,1,10,3,9,0.22666,0.231501,0,0.000587,0
29384,,,5,1,10,3,9,0.22666,0.231501,0,0.000587,0
29385,,,3,1,3,3,10,0.224237,0.229045,0,0.000343,0
29386,,,3,1,3,3,10,0.224237,0.229045,0,0.000343,0
30124,,,3,1,3,21,9,0.234014,0.23906,0,0.000438,0
32728,,,1,0,0,21,9,0.229802,0.234624,0,0.000217,0
32731,,,1,0,0,21,9,0.229802,0.234624,0,0.000217,0
32732,,,3,0.333333,1,21,9,0.229809,0.234664,67386,0.000386,0
32733,,,2,1,1,21,9,0.234305,0.238918,0,0.000369,0
30252,,,4,1,6,63,9,0.234304,0.239936,0,0.000666,0
30253,,,4,1,6,63,9,0.234304,0.239936,0,0.000666,0
30254,,,4,1,6,63,9,0.234304,0.239936,0,0.000666,0
34885,,,7,0.47619,10,63,10,0.226971,0.231988,2754.631056,0.000786,0
34890,,,4,1,6,63,10,0.226963,0.231934,0,0.000486,0
34891,,,6,0.666667,10,63,10,0.22697,0.231973,4433.949196,0.000665,0
34920,,,3,0,0,53,10,0.22667,0.231428,1540.758606,0.000369,0
34921,,,1,0,0,63,10,0.223793,0.228689,0,0.000156,0
34986,,,1,0,0,10,10,0.217041,0.221774,0,0.000111,0
34988,,,1,0,0,10,10,0.217041,0.221774,0,0.000111,0
34989,,,3,1,3,10,10,0.220224,0.224943,0,0.000303,0
11722,,,1,0,0,3,10,0.225466,0.230056,0,0.000194,0
11723,,,4,1,6,3,10,0.225471,0.2301,0,0.000462,0
11724,,,4,1,6,3,10,0.225471,0.2301,0,0.000462,0
11725,,,4,1,6,3,10,0.225471,0.2301,0,0.000462,0
11726,,,4,1,6,3,10,0.225471,0.2301,0,0.000462,0
11729,,,1,0,0,3,10,0.225466,0.230056,0,0.000194,0
11730,,,1,0,0,3,10,0.225466,0.230056,0,0.000194,0
11731,,,1,0,0,3,10,0.225466,0.230056,0,0.000194,0
11732,,,2,0,0,3,10,0.226183,0.23075,229.854579,0.000288,0
11733,,,3,0,0,3,10,0.229605,0.234276,147384.039945,0.000471,0
11734,,,1,0,0,3,10,0.225466,0.230056,0,0.000194,0
11735,,,1,0,0,3,10,0.225466,0.230056,0,0.000194,0
11736,,,1,0,0,3,10,0.225466,0.230056,0,0.000194,0
11737,,,1,0,0,3,10,0.225466,0.230056,0,0.000194,0
11738,,,1,0,0,3,10,0.225466,0.230056,0,0.000194,0
11739,,,1,0,0,3,10,0.225466,0.230056,0,0.000194,0
11741,,,2,1,1,3,10,0.225468,0.230071,0,0.000279,0
11742,,,2,1,1,3,10,0.225468,0.230071,0,0.000279,0
11743,,,1,0,0,3,10,0.225466,0.230056,0,0.000194,0
32747,,,10,0.422222,19,0,10,0.23077,0.237791,27627.832657,0.001216,0
33146,,,3,0,0,2,9,0.23758,0.244778,771.669084,0.000648,0
33194,,,3,1,3,0,10,0.232543,0.239526,0,0.000603,0
33195,,,4,0.5,3,0,10,0.230261,0.237221,11449.237577,0.000588,0
33196,,,1,0,0,0,10,0.230126,0.236927,0,0.000279,0
33197,,,2,1,1,0,10,0.230141,0.236972,0,0.000371,0
33198,,,5,0.3,3,0,10,0.23065,0.23756,34126.616882,0.000661,0
33199,,,6,1,15,0,9,0.23288,0.240018,0,0.001066,0
33200,,,6,0.933333,14,0,10,0.230163,0.23706,1150.965495,0.000814,0
33201,,,1,0,0,0,10,0.230126,0.236927,0,0.000279,0
33202,,,1,0,0,0,10,0.230126,0.236927,0,0.000279,0
33203,,,1,0,0,0,10,0.230126,0.236927,0,0.000279,0
33204,,,1,0,0,0,10,0.230126,0.236927,0,0.000279,0
33205,,,1,0,0,0,10,0.230126,0.236927,0,0.000279,0
33206,,,2,0,0,0,10,0.230296,0.237303,22546.52891,0.000442,0
33207,,,12,0.530303,35,0,9,0.23289,0.240107,7398.071701,0.001667,0
33208,,,1,0,0,0,10,0.230126,0.236927,0,0.000279,0
33209,,,6,0.2,3,0,10,0.230557,0.237477,303374.972391,0.000732,0
33210,,,1,0,0,0,10,0.230126,0.236927,0,0.000279,0
33211,,,1,0,0,0,10,0.230126,0.236927,0,0.000279,0
33212,,,1,0,0,0,10,0.230126,0.236927,0,0.000279,0
33213,,,2,1,1,0,10,0.232094,0.239033,0,0.0004,0
33214,,,1,0,0,0,10,0.230126,0.236927,0,0.000279,0
14674,,,1,0,0,10,9,0.235323,0.241456,0,0.00043,0
14675,,,1,0,0,10,9,0.235323,0.241456,0,0.00043,0
14677,,,1,0,0,10,9,0.235323,0.241456,0,0.00043,0
14678,,,1,0,0,10,9,0.235323,0.241456,0,0.00043,0
14679,,,1,0,0,10,9,0.235323,0.241456,0,0.00043,0
14681,,,1,0,0,10,9,0.235323,0.241456,0,0.00043,0
14683,,,3,1,3,10,9,0.235476,0.241705,0,0.000618,0
14684,,,3,1,3,10,9,0.235476,0.241705,0,0.000618,0
14685,,,1,0,0,10,9,0.235323,0.241456,0,0.00043,0
14686,,,11,0.254545,14,3,9,0.238344,0.244552,134354.335732,0.001478,0
